"districtcode","zip","sentences","zip_lat","zip_long","centroid_lat","centroid_long"
"FLM","71463",173,30.8321375,-92.6370675,28.39709545,-81.7768995
"FLM","71467",44,31.463861,-92.439884,28.39709545,-81.7768995
"FLM","72335",42,34.979818,-90.803971,28.39709545,-81.7768995
"FLM","73169",27,35.390753,-97.616397,28.39709545,-81.7768995
"FLM","75159",24,32.659571,-96.569396,28.39709545,-81.7768995
"FLM","75501",36,33.377055,-94.090145,28.39709545,-81.7768995
"FLM","76119",21,32.679596,-97.287277,28.39709545,-81.7768995
"FLM","76127",24,32.781949,-97.419109,28.39709545,-81.7768995
"FLM","76837",37,31.216891,-99.834185,28.39709545,-81.7768995
"FLM","77705",95,29.964871,-94.07919,28.39709545,-81.7768995
"FLM","79356",21,33.201074,-101.373421,28.39709545,-81.7768995
"FLM","79720",84,32.226991,-101.510346,28.39709545,-81.7768995
"FLM","79772",45,31.392216,-103.539971,28.39709545,-81.7768995
"FLM","79821",16,31.982435,-106.590432,28.39709545,-81.7768995
"FLM","81226",25,38.361524,-105.096846,28.39709545,-81.7768995
"FLM","85756",48,32.088098,-110.861148,28.39709545,-81.7768995
"FLM","92394",25,34.570578,-117.361306,28.39709545,-81.7768995
"FLM","93436",25,34.6768455,-120.5017175,28.39709545,-81.7768995
"FLM","95301",25,37.38303,-120.566323,28.39709545,-81.7768995
"FLM","96113",16,40.152434,-120.154681,28.39709545,-81.7768995
"FLN","17810",21,41.132036,-76.927686,30.27323945,-84.738262
"FLN","17837",19,40.986664,-76.913736,30.27323945,-84.738262
"FLN","23860",19,37.297869,-77.3417055,30.27323945,-84.738262
"FLN","26525",16,39.673834,-79.498998,30.27323945,-84.738262
"FLN","27509",37,36.141739,-78.804965,30.27323945,-84.738262
"FLN","29512",18,34.67299,-79.725348,30.27323945,-84.738262
"FLN","29590",18,33.589885,-79.879069,30.27323945,-84.738262
"FLN","29824",32,33.758669,-81.916903,30.27323945,-84.738262
"FLN","29918",30,32.721423,-81.253618,30.27323945,-84.738262
"FLN","30315",63,33.71254,-84.368065,30.27323945,-84.738262
"FLN","31537",25,30.871722,-81.981592,30.27323945,-84.738262
"FLN","31599",96,31.563664,-81.902234,30.27323945,-84.738262
"FLN","32301",37,30.443172,-84.224369,30.27323945,-84.738262
"FLN","32446",110,30.813955,-85.188838,30.27323945,-84.738262
"FLN","32509",57,30.46364,-87.343146,30.27323945,-84.738262
"FLN","33177",50,25.618313,-80.412477,30.27323945,-84.738262
"FLN","33521",295,28.760196,-82.01244,30.27323945,-84.738262
"FLN","35160",64,33.422432,-86.140392,30.27323945,-84.738262
"FLN","36112",23,32.395436,-86.359888,30.27323945,-84.738262
"FLN","39194",93,32.886693,-90.432438,30.27323945,-84.738262
"FLN","71463",68,30.8321375,-92.6370675,30.27323945,-84.738262
"FLN","71467",22,31.463861,-92.439884,30.27323945,-84.738262
"FLN","72335",27,34.979818,-90.803971,30.27323945,-84.738262
"FLN","73169",15,35.390753,-97.616397,30.27323945,-84.738262
"FLN","77705",42,29.964871,-94.07919,30.27323945,-84.738262
"FLN","85756",20,32.088098,-110.861148,30.27323945,-84.738262
"FLN","92394",18,34.570578,-117.361306,30.27323945,-84.738262
"FLS","01432",20,42.52618,-71.623132,26.52713405,-80.6865518
"FLS","06811",23,41.437411,-73.468124,26.52713405,-80.6865518
"FLS","08320",16,39.384662,-75.159859,26.52713405,-80.6865518
"FLS","08640",112,39.998386,-74.61333,26.52713405,-80.6865518
"FLS","10963",17,41.486443,-74.535887,26.52713405,-80.6865518
"FLS","12977",16,44.290579,-74.093694,26.52713405,-80.6865518
"FLS","15940",20,40.496414,-78.620382,26.52713405,-80.6865518
"FLS","16738",16,41.798353,-78.687103,26.52713405,-80.6865518
"FLS","16866",57,40.921755,-78.239472,26.52713405,-80.6865518
"FLS","17810",35,41.132036,-76.927686,26.52713405,-80.6865518
"FLS","17837",29,40.986664,-76.913736,26.52713405,-80.6865518
"FLS","18472",17,41.567457,-75.412286,26.52713405,-80.6865518
"FLS","23860",61,37.297869,-77.3417055,26.52713405,-80.6865518
"FLS","24277",45,36.702825,-83.002041,26.52713405,-80.6865518
"FLS","24801",29,37.470298,-81.553426,26.52713405,-80.6865518
"FLS","24910",24,37.724667,-80.668005,26.52713405,-80.6865518
"FLS","25813",31,37.81748,-81.129301,26.52713405,-80.6865518
"FLS","26525",32,39.673834,-79.498998,26.52713405,-80.6865518
"FLS","27509",134,36.141739,-78.804965,26.52713405,-80.6865518
"FLS","27986",27,36.40364,-76.957589,26.52713405,-80.6865518
"FLS","29512",65,34.67299,-79.725348,26.52713405,-80.6865518
"FLS","29590",89,33.589885,-79.879069,26.52713405,-80.6865518
"FLS","29824",123,33.758669,-81.916903,26.52713405,-80.6865518
"FLS","29918",176,32.721423,-81.253618,26.52713405,-80.6865518
"FLS","30315",104,33.71254,-84.368065,26.52713405,-80.6865518
"FLS","31055",353,32.054394,-82.877434,26.52713405,-80.6865518
"FLS","31537",477,30.871722,-81.981592,26.52713405,-80.6865518
"FLS","31599",270,31.563664,-81.902234,26.52713405,-80.6865518
"FLS","32301",124,30.443172,-84.224369,26.52713405,-80.6865518
"FLS","32446",124,30.813955,-85.188838,26.52713405,-80.6865518
"FLS","32509",140,30.46364,-87.343146,26.52713405,-80.6865518
"FLS","33132",378,25.778411,-80.193217,26.52713405,-80.6865518
"FLS","33177",467,25.618313,-80.412477,26.52713405,-80.6865518
"FLS","33521",1244,28.760196,-82.01244,26.52713405,-80.6865518
"FLS","35160",61,33.422432,-86.140392,26.52713405,-80.6865518
"FLS","35442",54,33.176326,-88.192975,26.52713405,-80.6865518
"FLS","36112",68,32.395436,-86.359888,26.52713405,-80.6865518
"FLS","38134",17,35.155787,-89.866126,26.52713405,-80.6865518
"FLS","39120",124,31.559019,-91.220072,26.52713405,-80.6865518
"FLS","39194",165,32.886693,-90.432438,26.52713405,-80.6865518
"FLS","40511",30,38.104643,-84.560369,26.52713405,-80.6865518
"FLS","40962",33,37.180037,-83.789133,26.52713405,-80.6865518
"FLS","41105",25,38.435816,-82.704896,26.52713405,-80.6865518
"FLS","41224",23,37.773826,-82.647241,26.52713405,-80.6865518
"FLS","42635",24,36.687942,-84.389351,26.52713405,-80.6865518
"FLS","44432",17,40.772437,-80.705083,26.52713405,-80.6865518
"FLS","44501",40,41.131391,-80.632066,26.52713405,-80.6865518
"FLS","47802",25,39.408011,-87.454995,26.52713405,-80.6865518
"FLS","55904",15,44.024732,-92.434983,26.52713405,-80.6865518
"FLS","65807",18,37.177475,-93.323317,26.52713405,-80.6865518
"FLS","71463",116,30.8321375,-92.6370675,26.52713405,-80.6865518
"FLS","71467",64,31.463861,-92.439884,26.52713405,-80.6865518
"FLS","72335",43,34.979818,-90.803971,26.52713405,-80.6865518
"FLS","73169",29,35.390753,-97.616397,26.52713405,-80.6865518
"FLS","75159",25,32.659571,-96.569396,26.52713405,-80.6865518
"FLS","75501",17,33.377055,-94.090145,26.52713405,-80.6865518
"FLS","76119",24,32.679596,-97.287277,26.52713405,-80.6865518
"FLS","76127",16,32.781949,-97.419109,26.52713405,-80.6865518
"FLS","76837",17,31.216891,-99.834185,26.52713405,-80.6865518
"FLS","77705",83,29.964871,-94.07919,26.52713405,-80.6865518
"FLS","79720",54,32.226991,-101.510346,26.52713405,-80.6865518
"FLS","79772",28,31.392216,-103.539971,26.52713405,-80.6865518
"FLS","81226",20,38.361524,-105.096846,26.52713405,-80.6865518
"FLS","85756",38,32.088098,-110.861148,26.52713405,-80.6865518
"FLS","92394",38,34.570578,-117.361306,26.52713405,-80.6865518
"FLS","93436",17,34.6768455,-120.5017175,26.52713405,-80.6865518
"FLS","95301",26,37.38303,-120.566323,26.52713405,-80.6865518
"GAM","23860",20,37.297869,-77.3417055,32.18404628,-83.8117618
"GAM","27509",33,36.141739,-78.804965,32.18404628,-83.8117618
"GAM","29512",19,34.67299,-79.725348,32.18404628,-83.8117618
"GAM","29590",19,33.589885,-79.879069,32.18404628,-83.8117618
"GAM","29824",47,33.758669,-81.916903,32.18404628,-83.8117618
"GAM","29918",38,32.721423,-81.253618,32.18404628,-83.8117618
"GAM","30315",109,33.71254,-84.368065,32.18404628,-83.8117618
"GAM","31055",16,32.054394,-82.877434,32.18404628,-83.8117618
"GAM","31537",18,30.871722,-81.981592,32.18404628,-83.8117618
"GAM","31599",54,31.563664,-81.902234,32.18404628,-83.8117618
"GAM","32446",37,30.813955,-85.188838,32.18404628,-83.8117618
"GAM","33521",85,28.760196,-82.01244,32.18404628,-83.8117618
"GAM","35160",30,33.422432,-86.140392,32.18404628,-83.8117618
"GAM","36112",39,32.395436,-86.359888,32.18404628,-83.8117618
"GAM","39194",59,32.886693,-90.432438,32.18404628,-83.8117618
"GAM","71463",27,30.8321375,-92.6370675,32.18404628,-83.8117618
"GAM","72335",17,34.979818,-90.803971,32.18404628,-83.8117618
"GAN","08640",37,39.998386,-74.61333,34.10634669,-84.4864093
"GAN","16866",15,40.921755,-78.239472,34.10634669,-84.4864093
"GAN","17810",16,41.132036,-76.927686,34.10634669,-84.4864093
"GAN","23860",27,37.297869,-77.3417055,34.10634669,-84.4864093
"GAN","24277",32,36.702825,-83.002041,34.10634669,-84.4864093
"GAN","24801",24,37.470298,-81.553426,34.10634669,-84.4864093
"GAN","25813",15,37.81748,-81.129301,34.10634669,-84.4864093
"GAN","27509",73,36.141739,-78.804965,34.10634669,-84.4864093
"GAN","29512",46,34.67299,-79.725348,34.10634669,-84.4864093
"GAN","29590",33,33.589885,-79.879069,34.10634669,-84.4864093
"GAN","29824",76,33.758669,-81.916903,34.10634669,-84.4864093
"GAN","29918",25,32.721423,-81.253618,34.10634669,-84.4864093
"GAN","30315",285,33.71254,-84.368065,34.10634669,-84.4864093
"GAN","31055",116,32.054394,-82.877434,34.10634669,-84.4864093
"GAN","31537",86,30.871722,-81.981592,34.10634669,-84.4864093
"GAN","31599",85,31.563664,-81.902234,34.10634669,-84.4864093
"GAN","32301",22,30.443172,-84.224369,34.10634669,-84.4864093
"GAN","32446",52,30.813955,-85.188838,34.10634669,-84.4864093
"GAN","33177",23,25.618313,-80.412477,34.10634669,-84.4864093
"GAN","33521",139,28.760196,-82.01244,34.10634669,-84.4864093
"GAN","35160",49,33.422432,-86.140392,34.10634669,-84.4864093
"GAN","35442",33,33.176326,-88.192975,34.10634669,-84.4864093
"GAN","36112",49,32.395436,-86.359888,34.10634669,-84.4864093
"GAN","39120",55,31.559019,-91.220072,34.10634669,-84.4864093
"GAN","39194",106,32.886693,-90.432438,34.10634669,-84.4864093
"GAN","40511",30,38.104643,-84.560369,34.10634669,-84.4864093
"GAN","40962",24,37.180037,-83.789133,34.10634669,-84.4864093
"GAN","41105",52,38.435816,-82.704896,34.10634669,-84.4864093
"GAN","41224",25,37.773826,-82.647241,34.10634669,-84.4864093
"GAN","42635",25,36.687942,-84.389351,34.10634669,-84.4864093
"GAN","71463",62,30.8321375,-92.6370675,34.10634669,-84.4864093
"GAN","71467",28,31.463861,-92.439884,34.10634669,-84.4864093
"GAN","72335",40,34.979818,-90.803971,34.10634669,-84.4864093
"GAN","73169",18,35.390753,-97.616397,34.10634669,-84.4864093
"GAN","75501",24,33.377055,-94.090145,34.10634669,-84.4864093
"GAN","76119",20,32.679596,-97.287277,34.10634669,-84.4864093
"GAN","77705",48,29.964871,-94.07919,34.10634669,-84.4864093
"GAN","79720",43,32.226991,-101.510346,34.10634669,-84.4864093
"GAN","79772",16,31.392216,-103.539971,34.10634669,-84.4864093
"GAN","81226",16,38.361524,-105.096846,34.10634669,-84.4864093
"GAN","85546",20,32.71711,-109.726891,34.10634669,-84.4864093
"GAN","92394",23,34.570578,-117.361306,34.10634669,-84.4864093
"GAN","93268",15,35.101158,-119.383319,34.10634669,-84.4864093
"GAN","93436",19,34.6768455,-120.5017175,34.10634669,-84.4864093
"GAN","95301",16,37.38303,-120.566323,34.10634669,-84.4864093
"GAS","08640",17,39.998386,-74.61333,32.14714142,-82.1856446
"GAS","23860",28,37.297869,-77.3417055,32.14714142,-82.1856446
"GAS","25813",21,37.81748,-81.129301,32.14714142,-82.1856446
"GAS","27509",59,36.141739,-78.804965,32.14714142,-82.1856446
"GAS","29512",22,34.67299,-79.725348,32.14714142,-82.1856446
"GAS","29590",50,33.589885,-79.879069,32.14714142,-82.1856446
"GAS","29824",83,33.758669,-81.916903,32.14714142,-82.1856446
"GAS","29918",145,32.721423,-81.253618,32.14714142,-82.1856446
"GAS","30315",61,33.71254,-84.368065,32.14714142,-82.1856446
"GAS","31055",18,32.054394,-82.877434,32.14714142,-82.1856446
"GAS","31537",17,30.871722,-81.981592,32.14714142,-82.1856446
"GAS","31599",175,31.563664,-81.902234,32.14714142,-82.1856446
"GAS","32301",40,30.443172,-84.224369,32.14714142,-82.1856446
"GAS","32446",43,30.813955,-85.188838,32.14714142,-82.1856446
"GAS","33177",21,25.618313,-80.412477,32.14714142,-82.1856446
"GAS","33521",137,28.760196,-82.01244,32.14714142,-82.1856446
"GAS","35160",17,33.422432,-86.140392,32.14714142,-82.1856446
"GAS","35442",18,33.176326,-88.192975,32.14714142,-82.1856446
"GAS","36112",18,32.395436,-86.359888,32.14714142,-82.1856446
"GAS","39194",53,32.886693,-90.432438,32.14714142,-82.1856446
"GAS","40511",29,38.104643,-84.560369,32.14714142,-82.1856446
"GAS","41105",16,38.435816,-82.704896,32.14714142,-82.1856446
"GAS","71463",29,30.8321375,-92.6370675,32.14714142,-82.1856446
"GAS","71467",18,31.463861,-92.439884,32.14714142,-82.1856446
"GAS","72335",20,34.979818,-90.803971,32.14714142,-82.1856446
"GAS","73169",15,35.390753,-97.616397,32.14714142,-82.1856446
"GAS","77705",23,29.964871,-94.07919,32.14714142,-82.1856446
"GU","92394",18,34.570578,-117.361306,NA,NA
"HI","79720",17,32.226991,-101.510346,20.2541665,-156.345244
"HI","81226",16,38.361524,-105.096846,20.2541665,-156.345244
"HI","85546",18,32.71711,-109.726891,20.2541665,-156.345244
"HI","90731",40,33.728544,-118.26816,20.2541665,-156.345244
"HI","92394",25,34.570578,-117.361306,20.2541665,-156.345244
"HI","93268",28,35.101158,-119.383319,20.2541665,-156.345244
"HI","93436",96,34.6768455,-120.5017175,20.2541665,-156.345244
"HI","93640",23,36.731873,-120.392629,20.2541665,-156.345244
"HI","94568",38,37.717998,-121.894811,20.2541665,-156.345244
"HI","95301",16,37.38303,-120.566323,20.2541665,-156.345244
"HI","96113",24,40.152434,-120.154681,20.2541665,-156.345244
"HI","96819",90,21.333395,-157.928355,20.2541665,-156.345244
"HI","97378",47,45.085281,-123.382494,20.2541665,-156.345244
"IAN","17810",18,41.132036,-76.927686,42.68493723,-93.5670973
"IAN","23860",16,37.297869,-77.3417055,42.68493723,-93.5670973
"IAN","33521",21,28.760196,-82.01244,42.68493723,-93.5670973
"IAN","35442",18,33.176326,-88.192975,42.68493723,-93.5670973
"IAN","39120",22,31.559019,-91.220072,42.68493723,-93.5670973
"IAN","39194",23,32.886693,-90.432438,42.68493723,-93.5670973
"IAN","40511",16,38.104643,-84.560369,42.68493723,-93.5670973
"IAN","42635",20,36.687942,-84.389351,42.68493723,-93.5670973
"IAN","44432",19,40.772437,-80.705083,42.68493723,-93.5670973
"IAN","44501",22,41.131391,-80.632066,42.68493723,-93.5670973
"IAN","47802",37,39.408011,-87.454995,42.68493723,-93.5670973
"IAN","47808",47,39.414831,-87.451225,42.68493723,-93.5670973
"IAN","48160",31,42.098858,-83.67091,42.68493723,-93.5670973
"IAN","53952",84,43.863713,-89.648941,42.68493723,-93.5670973
"IAN","55072",91,46.109902,-92.853461,42.68493723,-93.5670973
"IAN","55811",48,46.834292,-92.195354,42.68493723,-93.5670973
"IAN","55904",68,44.024732,-92.434983,42.68493723,-93.5670973
"IAN","56093",68,44.067231,-93.516641,42.68493723,-93.5670973
"IAN","57078",77,42.879198,-97.391816,42.68493723,-93.5670973
"IAN","61554",79,40.536288,-89.659476,42.68493723,-93.5670973
"IAN","62246",59,38.86748,-89.409548,42.68493723,-93.5670973
"IAN","62959",33,37.66282,-88.985456,42.68493723,-93.5670973
"IAN","65807",26,37.177475,-93.323317,42.68493723,-93.5670973
"IAN","66048",111,39.329986,-94.936628,42.68493723,-93.5670973
"IAN","72335",46,34.979818,-90.803971,42.68493723,-93.5670973
"IAN","76119",15,32.679596,-97.287277,42.68493723,-93.5670973
"IAN","76127",18,32.781949,-97.419109,42.68493723,-93.5670973
"IAN","77705",26,29.964871,-94.07919,42.68493723,-93.5670973
"IAN","79720",24,32.226991,-101.510346,42.68493723,-93.5670973
"IAN","79772",16,31.392216,-103.539971,42.68493723,-93.5670973
"IAN","81226",23,38.361524,-105.096846,42.68493723,-93.5670973
"IAN","85756",27,32.088098,-110.861148,42.68493723,-93.5670973
"IAN","92394",20,34.570578,-117.361306,42.68493723,-93.5670973
"IAS","08640",15,39.998386,-74.61333,41.31307319,-93.4163242
"IAS","27509",15,36.141739,-78.804965,41.31307319,-93.4163242
"IAS","33521",33,28.760196,-82.01244,41.31307319,-93.4163242
"IAS","39120",17,31.559019,-91.220072,41.31307319,-93.4163242
"IAS","39194",18,32.886693,-90.432438,41.31307319,-93.4163242
"IAS","40511",18,38.104643,-84.560369,41.31307319,-93.4163242
"IAS","42635",18,36.687942,-84.389351,41.31307319,-93.4163242
"IAS","44432",28,40.772437,-80.705083,41.31307319,-93.4163242
"IAS","44501",31,41.131391,-80.632066,41.31307319,-93.4163242
"IAS","47802",37,39.408011,-87.454995,41.31307319,-93.4163242
"IAS","47808",35,39.414831,-87.451225,41.31307319,-93.4163242
"IAS","48160",31,42.098858,-83.67091,41.31307319,-93.4163242
"IAS","53952",63,43.863713,-89.648941,41.31307319,-93.4163242
"IAS","55072",108,46.109902,-92.853461,41.31307319,-93.4163242
"IAS","55811",47,46.834292,-92.195354,41.31307319,-93.4163242
"IAS","55904",59,44.024732,-92.434983,41.31307319,-93.4163242
"IAS","56093",38,44.067231,-93.516641,41.31307319,-93.4163242
"IAS","57078",58,42.879198,-97.391816,41.31307319,-93.4163242
"IAS","61554",91,40.536288,-89.659476,41.31307319,-93.4163242
"IAS","62246",69,38.86748,-89.409548,41.31307319,-93.4163242
"IAS","62959",36,37.66282,-88.985456,41.31307319,-93.4163242
"IAS","65807",16,37.177475,-93.323317,41.31307319,-93.4163242
"IAS","66048",105,39.329986,-94.936628,41.31307319,-93.4163242
"IAS","71463",22,30.8321375,-92.6370675,41.31307319,-93.4163242
"IAS","71467",24,31.463861,-92.439884,41.31307319,-93.4163242
"IAS","72335",69,34.979818,-90.803971,41.31307319,-93.4163242
"IAS","75501",21,33.377055,-94.090145,41.31307319,-93.4163242
"IAS","76127",15,32.781949,-97.419109,41.31307319,-93.4163242
"IAS","79720",35,32.226991,-101.510346,41.31307319,-93.4163242
"IAS","79821",19,31.982435,-106.590432,41.31307319,-93.4163242
"IAS","80123",16,39.640719,-105.105512,41.31307319,-93.4163242
"IAS","81226",21,38.361524,-105.096846,41.31307319,-93.4163242
"IAS","92394",23,34.570578,-117.361306,41.31307319,-93.4163242
"IAS","93436",19,34.6768455,-120.5017175,41.31307319,-93.4163242
"ID","79356",16,33.201074,-101.373421,44.38955376,-114.659413
"ID","79720",28,32.226991,-101.510346,44.38955376,-114.659413
"ID","79821",15,31.982435,-106.590432,44.38955376,-114.659413
"ID","80123",23,39.640719,-105.105512,44.38955376,-114.659413
"ID","81226",32,38.361524,-105.096846,44.38955376,-114.659413
"ID","90731",17,33.728544,-118.26816,44.38955376,-114.659413
"ID","92394",36,34.570578,-117.361306,44.38955376,-114.659413
"ID","93268",18,35.101158,-119.383319,44.38955376,-114.659413
"ID","93436",47,34.6768455,-120.5017175,44.38955376,-114.659413
"ID","94568",19,37.717998,-121.894811,44.38955376,-114.659413
"ID","96113",34,40.152434,-120.154681,44.38955376,-114.659413
"ID","97378",76,45.085281,-123.382494,44.38955376,-114.659413
"ID","98198",18,47.422035,-122.301692,44.38955376,-114.659413
"ILC","23860",18,37.297869,-77.3417055,40.30334694,-89.4752044
"ILC","25813",20,37.81748,-81.129301,40.30334694,-89.4752044
"ILC","27509",15,36.141739,-78.804965,40.30334694,-89.4752044
"ILC","33521",22,28.760196,-82.01244,40.30334694,-89.4752044
"ILC","38134",18,35.155787,-89.866126,40.30334694,-89.4752044
"ILC","39194",15,32.886693,-90.432438,40.30334694,-89.4752044
"ILC","40511",57,38.104643,-84.560369,40.30334694,-89.4752044
"ILC","40962",25,37.180037,-83.789133,40.30334694,-89.4752044
"ILC","41105",30,38.435816,-82.704896,40.30334694,-89.4752044
"ILC","41224",19,37.773826,-82.647241,40.30334694,-89.4752044
"ILC","44432",46,40.772437,-80.705083,40.30334694,-89.4752044
"ILC","44501",16,41.131391,-80.632066,40.30334694,-89.4752044
"ILC","47802",42,39.408011,-87.454995,40.30334694,-89.4752044
"ILC","47808",102,39.414831,-87.451225,40.30334694,-89.4752044
"ILC","48160",81,42.098858,-83.67091,40.30334694,-89.4752044
"ILC","53952",54,43.863713,-89.648941,40.30334694,-89.4752044
"ILC","55072",58,46.109902,-92.853461,40.30334694,-89.4752044
"ILC","55811",22,46.834292,-92.195354,40.30334694,-89.4752044
"ILC","55904",28,44.024732,-92.434983,40.30334694,-89.4752044
"ILC","56093",24,44.067231,-93.516641,40.30334694,-89.4752044
"ILC","57078",31,42.879198,-97.391816,40.30334694,-89.4752044
"ILC","61554",138,40.536288,-89.659476,40.30334694,-89.4752044
"ILC","62246",114,38.86748,-89.409548,40.30334694,-89.4752044
"ILC","62959",75,37.66282,-88.985456,40.30334694,-89.4752044
"ILC","66048",55,39.329986,-94.936628,40.30334694,-89.4752044
"ILC","71467",24,31.463861,-92.439884,40.30334694,-89.4752044
"ILC","72335",70,34.979818,-90.803971,40.30334694,-89.4752044
"ILC","75159",16,32.659571,-96.569396,40.30334694,-89.4752044
"ILC","75501",20,33.377055,-94.090145,40.30334694,-89.4752044
"ILC","77705",28,29.964871,-94.07919,40.30334694,-89.4752044
"ILC","85756",17,32.088098,-110.861148,40.30334694,-89.4752044
"ILC","92394",16,34.570578,-117.361306,40.30334694,-89.4752044
"ILN","08640",29,39.998386,-74.61333,41.89261155,-88.8703506
"ILN","15940",25,40.496414,-78.620382,41.89261155,-88.8703506
"ILN","16866",34,40.921755,-78.239472,41.89261155,-88.8703506
"ILN","17810",31,41.132036,-76.927686,41.89261155,-88.8703506
"ILN","17837",15,40.986664,-76.913736,41.89261155,-88.8703506
"ILN","18472",15,41.567457,-75.412286,41.89261155,-88.8703506
"ILN","23860",19,37.297869,-77.3417055,41.89261155,-88.8703506
"ILN","24277",29,36.702825,-83.002041,41.89261155,-88.8703506
"ILN","24801",26,37.470298,-81.553426,41.89261155,-88.8703506
"ILN","25813",18,37.81748,-81.129301,41.89261155,-88.8703506
"ILN","26351",21,38.916037,-80.780623,41.89261155,-88.8703506
"ILN","26525",28,39.673834,-79.498998,41.89261155,-88.8703506
"ILN","27509",32,36.141739,-78.804965,41.89261155,-88.8703506
"ILN","30315",23,33.71254,-84.368065,41.89261155,-88.8703506
"ILN","31537",23,30.871722,-81.981592,41.89261155,-88.8703506
"ILN","33521",62,28.760196,-82.01244,41.89261155,-88.8703506
"ILN","35442",16,33.176326,-88.192975,41.89261155,-88.8703506
"ILN","39120",25,31.559019,-91.220072,41.89261155,-88.8703506
"ILN","39194",18,32.886693,-90.432438,41.89261155,-88.8703506
"ILN","40511",74,38.104643,-84.560369,41.89261155,-88.8703506
"ILN","40962",47,37.180037,-83.789133,41.89261155,-88.8703506
"ILN","41105",40,38.435816,-82.704896,41.89261155,-88.8703506
"ILN","41224",37,37.773826,-82.647241,41.89261155,-88.8703506
"ILN","42635",26,36.687942,-84.389351,41.89261155,-88.8703506
"ILN","44432",98,40.772437,-80.705083,41.89261155,-88.8703506
"ILN","44501",160,41.131391,-80.632066,41.89261155,-88.8703506
"ILN","47802",44,39.408011,-87.454995,41.89261155,-88.8703506
"ILN","47808",164,39.414831,-87.451225,41.89261155,-88.8703506
"ILN","48160",127,42.098858,-83.67091,41.89261155,-88.8703506
"ILN","53952",165,43.863713,-89.648941,41.89261155,-88.8703506
"ILN","55072",77,46.109902,-92.853461,41.89261155,-88.8703506
"ILN","55811",82,46.834292,-92.195354,41.89261155,-88.8703506
"ILN","55904",57,44.024732,-92.434983,41.89261155,-88.8703506
"ILN","56093",30,44.067231,-93.516641,41.89261155,-88.8703506
"ILN","57078",32,42.879198,-97.391816,41.89261155,-88.8703506
"ILN","60605",72,41.876815,-87.630451,41.89261155,-88.8703506
"ILN","61554",222,40.536288,-89.659476,41.89261155,-88.8703506
"ILN","62246",90,38.86748,-89.409548,41.89261155,-88.8703506
"ILN","62959",78,37.66282,-88.985456,41.89261155,-88.8703506
"ILN","65807",18,37.177475,-93.323317,41.89261155,-88.8703506
"ILN","66048",59,39.329986,-94.936628,41.89261155,-88.8703506
"ILN","71463",27,30.8321375,-92.6370675,41.89261155,-88.8703506
"ILN","71467",35,31.463861,-92.439884,41.89261155,-88.8703506
"ILN","72335",45,34.979818,-90.803971,41.89261155,-88.8703506
"ILN","73169",15,35.390753,-97.616397,41.89261155,-88.8703506
"ILN","75159",15,32.659571,-96.569396,41.89261155,-88.8703506
"ILN","77705",34,29.964871,-94.07919,41.89261155,-88.8703506
"ILN","79720",35,32.226991,-101.510346,41.89261155,-88.8703506
"ILN","79821",15,31.982435,-106.590432,41.89261155,-88.8703506
"ILN","81226",29,38.361524,-105.096846,41.89261155,-88.8703506
"ILN","85756",24,32.088098,-110.861148,41.89261155,-88.8703506
"ILN","92394",34,34.570578,-117.361306,41.89261155,-88.8703506
"ILN","93436",19,34.6768455,-120.5017175,41.89261155,-88.8703506
"ILN","95301",21,37.38303,-120.566323,41.89261155,-88.8703506
"ILS","24910",16,37.724667,-80.668005,38.38281856,-88.9324648
"ILS","33521",32,28.760196,-82.01244,38.38281856,-88.9324648
"ILS","35442",18,33.176326,-88.192975,38.38281856,-88.9324648
"ILS","38134",38,35.155787,-89.866126,38.38281856,-88.9324648
"ILS","39194",23,32.886693,-90.432438,38.38281856,-88.9324648
"ILS","40511",51,38.104643,-84.560369,38.38281856,-88.9324648
"ILS","40962",24,37.180037,-83.789133,38.38281856,-88.9324648
"ILS","41105",28,38.435816,-82.704896,38.38281856,-88.9324648
"ILS","42635",16,36.687942,-84.389351,38.38281856,-88.9324648
"ILS","44432",28,40.772437,-80.705083,38.38281856,-88.9324648
"ILS","44501",15,41.131391,-80.632066,38.38281856,-88.9324648
"ILS","47802",33,39.408011,-87.454995,38.38281856,-88.9324648
"ILS","47808",57,39.414831,-87.451225,38.38281856,-88.9324648
"ILS","48160",32,42.098858,-83.67091,38.38281856,-88.9324648
"ILS","55072",21,46.109902,-92.853461,38.38281856,-88.9324648
"ILS","56093",32,44.067231,-93.516641,38.38281856,-88.9324648
"ILS","57078",15,42.879198,-97.391816,38.38281856,-88.9324648
"ILS","61554",79,40.536288,-89.659476,38.38281856,-88.9324648
"ILS","62246",148,38.86748,-89.409548,38.38281856,-88.9324648
"ILS","62959",145,37.66282,-88.985456,38.38281856,-88.9324648
"ILS","65807",22,37.177475,-93.323317,38.38281856,-88.9324648
"ILS","66048",41,39.329986,-94.936628,38.38281856,-88.9324648
"ILS","71463",17,30.8321375,-92.6370675,38.38281856,-88.9324648
"ILS","72335",136,34.979818,-90.803971,38.38281856,-88.9324648
"ILS","75501",20,33.377055,-94.090145,38.38281856,-88.9324648
"ILS","77705",17,29.964871,-94.07919,38.38281856,-88.9324648
"ILS","85756",22,32.088098,-110.861148,38.38281856,-88.9324648
"INN","08640",17,39.998386,-74.61333,41.04552389,-86.1687931
"INN","15940",18,40.496414,-78.620382,41.04552389,-86.1687931
