"districtcode","zip","sentences","zip_lat","zip_long","centroid_lat","centroid_long"
"AZ","12977",19,44.290579,-74.093694,34.2937874,-111.664084
"AZ","16738",18,41.798353,-78.687103,34.2937874,-111.664084
"AZ","16866",37,40.921755,-78.239472,34.2937874,-111.664084
"AZ","17810",21,41.132036,-76.927686,34.2937874,-111.664084
"AZ","17837",37,40.986664,-76.913736,34.2937874,-111.664084
"AZ","18472",29,41.567457,-75.412286,34.2937874,-111.664084
"AZ","23860",33,37.297869,-77.3417055,34.2937874,-111.664084
"AZ","24277",39,36.702825,-83.002041,34.2937874,-111.664084
"AZ","24801",37,37.470298,-81.553426,34.2937874,-111.664084
"AZ","25813",17,37.81748,-81.129301,34.2937874,-111.664084
"AZ","26351",18,38.916037,-80.780623,34.2937874,-111.664084
"AZ","26525",34,39.673834,-79.498998,34.2937874,-111.664084
"AZ","27509",30,36.141739,-78.804965,34.2937874,-111.664084
"AZ","27986",77,36.40364,-76.957589,34.2937874,-111.664084
"AZ","29512",38,34.67299,-79.725348,34.2937874,-111.664084
"AZ","29590",27,33.589885,-79.879069,34.2937874,-111.664084
"AZ","29824",25,33.758669,-81.916903,34.2937874,-111.664084
"AZ","29918",18,32.721423,-81.253618,34.2937874,-111.664084
"AZ","30315",25,33.71254,-84.368065,34.2937874,-111.664084
"AZ","31055",107,32.054394,-82.877434,34.2937874,-111.664084
"AZ","31537",166,30.871722,-81.981592,34.2937874,-111.664084
"AZ","32301",17,30.443172,-84.224369,34.2937874,-111.664084
"AZ","32446",21,30.813955,-85.188838,34.2937874,-111.664084
"AZ","33521",65,28.760196,-82.01244,34.2937874,-111.664084
"AZ","35442",69,33.176326,-88.192975,34.2937874,-111.664084
"AZ","39120",248,31.559019,-91.220072,34.2937874,-111.664084
"AZ","39194",37,32.886693,-90.432438,34.2937874,-111.664084
"AZ","40962",16,37.180037,-83.789133,34.2937874,-111.664084
"AZ","41224",16,37.773826,-82.647241,34.2937874,-111.664084
"AZ","44501",44,41.131391,-80.632066,34.2937874,-111.664084
"AZ","47802",25,39.408011,-87.454995,34.2937874,-111.664084
"AZ","56093",39,44.067231,-93.516641,34.2937874,-111.664084
"AZ","62959",25,37.66282,-88.985456,34.2937874,-111.664084
"AZ","66048",23,39.329986,-94.936628,34.2937874,-111.664084
"AZ","71463",22,30.8321375,-92.6370675,34.2937874,-111.664084
"AZ","71467",48,31.463861,-92.439884,34.2937874,-111.664084
"AZ","73169",29,35.390753,-97.616397,34.2937874,-111.664084
"AZ","75159",24,32.659571,-96.569396,34.2937874,-111.664084
"AZ","76119",22,32.679596,-97.287277,34.2937874,-111.664084
"AZ","76127",40,32.781949,-97.419109,34.2937874,-111.664084
"AZ","76837",106,31.216891,-99.834185,34.2937874,-111.664084
"AZ","77705",76,29.964871,-94.07919,34.2937874,-111.664084
"AZ","78580",541,26.47027,-97.761369,34.2937874,-111.664084
"AZ","79356",451,33.201074,-101.373421,34.2937874,-111.664084
"AZ","79720",777,32.226991,-101.510346,34.2937874,-111.664084
"AZ","79772",1061,31.392216,-103.539971,34.2937874,-111.664084
"AZ","79821",148,31.982435,-106.590432,34.2937874,-111.664084
"AZ","80123",16,39.640719,-105.105512,34.2937874,-111.664084
"AZ","81226",102,38.361524,-105.096846,34.2937874,-111.664084
"AZ","85086",377,33.833697,-112.167794,34.2937874,-111.664084
"AZ","85546",185,32.71711,-109.726891,34.2937874,-111.664084
"AZ","85756",371,32.088098,-110.861148,34.2937874,-111.664084
"AZ","87021",580,35.180119,-107.907324,34.2937874,-111.664084
"AZ","90731",42,33.728544,-118.26816,34.2937874,-111.664084
"AZ","92101",17,32.713904,-117.166052,34.2937874,-111.664084
"AZ","92394",674,34.570578,-117.361306,34.2937874,-111.664084
"AZ","93268",188,35.101158,-119.383319,34.2937874,-111.664084
"AZ","93436",244,34.6768455,-120.5017175,34.2937874,-111.664084
"AZ","93640",120,36.731873,-120.392629,34.2937874,-111.664084
"AZ","94568",128,37.717998,-121.894811,34.2937874,-111.664084
"AZ","95301",106,37.38303,-120.566323,34.2937874,-111.664084
"AZ","96113",144,40.152434,-120.154681,34.2937874,-111.664084
"AZ","97378",34,45.085281,-123.382494,34.2937874,-111.664084
"AZ","98198",24,47.422035,-122.301692,34.2937874,-111.664084
"CAC","08640",15,39.998386,-74.61333,34.58612989,-117.13134
"CAC","16866",18,40.921755,-78.239472,34.58612989,-117.13134
"CAC","17837",32,40.986664,-76.913736,34.58612989,-117.13134
"CAC","18472",27,41.567457,-75.412286,34.58612989,-117.13134
"CAC","23860",19,37.297869,-77.3417055,34.58612989,-117.13134
"CAC","24277",33,36.702825,-83.002041,34.58612989,-117.13134
"CAC","26525",40,39.673834,-79.498998,34.58612989,-117.13134
"CAC","27509",35,36.141739,-78.804965,34.58612989,-117.13134
"CAC","27986",15,36.40364,-76.957589,34.58612989,-117.13134
"CAC","29512",15,34.67299,-79.725348,34.58612989,-117.13134
"CAC","29824",16,33.758669,-81.916903,34.58612989,-117.13134
"CAC","30315",16,33.71254,-84.368065,34.58612989,-117.13134
"CAC","31055",36,32.054394,-82.877434,34.58612989,-117.13134
"CAC","31537",54,30.871722,-81.981592,34.58612989,-117.13134
"CAC","31599",16,31.563664,-81.902234,34.58612989,-117.13134
"CAC","32446",19,30.813955,-85.188838,34.58612989,-117.13134
"CAC","33521",43,28.760196,-82.01244,34.58612989,-117.13134
"CAC","35442",28,33.176326,-88.192975,34.58612989,-117.13134
"CAC","39120",63,31.559019,-91.220072,34.58612989,-117.13134
"CAC","39194",18,32.886693,-90.432438,34.58612989,-117.13134
"CAC","41224",24,37.773826,-82.647241,34.58612989,-117.13134
"CAC","44501",23,41.131391,-80.632066,34.58612989,-117.13134
"CAC","47802",19,39.408011,-87.454995,34.58612989,-117.13134
"CAC","66048",18,39.329986,-94.936628,34.58612989,-117.13134
"CAC","71463",17,30.8321375,-92.6370675,34.58612989,-117.13134
"CAC","71467",31,31.463861,-92.439884,34.58612989,-117.13134
"CAC","75159",22,32.659571,-96.569396,34.58612989,-117.13134
"CAC","76119",18,32.679596,-97.287277,34.58612989,-117.13134
"CAC","76837",20,31.216891,-99.834185,34.58612989,-117.13134
"CAC","77705",62,29.964871,-94.07919,34.58612989,-117.13134
"CAC","78580",42,26.47027,-97.761369,34.58612989,-117.13134
"CAC","79356",41,33.201074,-101.373421,34.58612989,-117.13134
"CAC","79720",92,32.226991,-101.510346,34.58612989,-117.13134
"CAC","79772",83,31.392216,-103.539971,34.58612989,-117.13134
"CAC","79821",62,31.982435,-106.590432,34.58612989,-117.13134
"CAC","80123",25,39.640719,-105.105512,34.58612989,-117.13134
"CAC","81226",92,38.361524,-105.096846,34.58612989,-117.13134
"CAC","85086",42,33.833697,-112.167794,34.58612989,-117.13134
"CAC","85546",71,32.71711,-109.726891,34.58612989,-117.13134
"CAC","85756",57,32.088098,-110.861148,34.58612989,-117.13134
"CAC","87021",24,35.180119,-107.907324,34.58612989,-117.13134
"CAC","90012",86,34.053549,-118.238548,34.58612989,-117.13134
"CAC","90731",173,33.728544,-118.26816,34.58612989,-117.13134
"CAC","92394",618,34.570578,-117.361306,34.58612989,-117.13134
"CAC","93268",338,35.101158,-119.383319,34.58612989,-117.13134
"CAC","93436",412,34.6768455,-120.5017175,34.58612989,-117.13134
"CAC","93640",74,36.731873,-120.392629,34.58612989,-117.13134
"CAC","94568",70,37.717998,-121.894811,34.58612989,-117.13134
"CAC","95301",78,37.38303,-120.566323,34.58612989,-117.13134
"CAC","96113",98,40.152434,-120.154681,34.58612989,-117.13134
"CAC","97378",60,45.085281,-123.382494,34.58612989,-117.13134
"CAC","98198",16,47.422035,-122.301692,34.58612989,-117.13134
"CAE","17810",19,41.132036,-76.927686,38.47033523,-120.301315
"CAE","27509",24,36.141739,-78.804965,38.47033523,-120.301315
"CAE","31055",24,32.054394,-82.877434,38.47033523,-120.301315
"CAE","31537",40,30.871722,-81.981592,38.47033523,-120.301315
"CAE","33521",23,28.760196,-82.01244,38.47033523,-120.301315
"CAE","39120",58,31.559019,-91.220072,38.47033523,-120.301315
"CAE","53952",19,43.863713,-89.648941,38.47033523,-120.301315
"CAE","62959",15,37.66282,-88.985456,38.47033523,-120.301315
"CAE","71463",22,30.8321375,-92.6370675,38.47033523,-120.301315
"CAE","71467",26,31.463861,-92.439884,38.47033523,-120.301315
"CAE","72335",18,34.979818,-90.803971,38.47033523,-120.301315
"CAE","75159",28,32.659571,-96.569396,38.47033523,-120.301315
"CAE","76119",19,32.679596,-97.287277,38.47033523,-120.301315
"CAE","76837",18,31.216891,-99.834185,38.47033523,-120.301315
"CAE","77705",27,29.964871,-94.07919,38.47033523,-120.301315
"CAE","78580",28,26.47027,-97.761369,38.47033523,-120.301315
"CAE","79356",46,33.201074,-101.373421,38.47033523,-120.301315
"CAE","79720",85,32.226991,-101.510346,38.47033523,-120.301315
"CAE","79772",81,31.392216,-103.539971,38.47033523,-120.301315
"CAE","79821",29,31.982435,-106.590432,38.47033523,-120.301315
"CAE","80123",20,39.640719,-105.105512,38.47033523,-120.301315
"CAE","81226",29,38.361524,-105.096846,38.47033523,-120.301315
"CAE","85546",60,32.71711,-109.726891,38.47033523,-120.301315
"CAE","85756",31,32.088098,-110.861148,38.47033523,-120.301315
"CAE","87021",18,35.180119,-107.907324,38.47033523,-120.301315
"CAE","90731",82,33.728544,-118.26816,38.47033523,-120.301315
"CAE","92394",165,34.570578,-117.361306,38.47033523,-120.301315
"CAE","93268",277,35.101158,-119.383319,38.47033523,-120.301315
"CAE","93436",295,34.6768455,-120.5017175,38.47033523,-120.301315
"CAE","93640",146,36.731873,-120.392629,38.47033523,-120.301315
"CAE","94568",73,37.717998,-121.894811,38.47033523,-120.301315
"CAE","95301",70,37.38303,-120.566323,38.47033523,-120.301315
"CAE","96113",114,40.152434,-120.154681,38.47033523,-120.301315
"CAE","97378",67,45.085281,-123.382494,38.47033523,-120.301315
"CAN","17810",24,41.132036,-76.927686,38.58899962,-122.621249
"CAN","31055",15,32.054394,-82.877434,38.58899962,-122.621249
"CAN","31537",20,30.871722,-81.981592,38.58899962,-122.621249
"CAN","33521",27,28.760196,-82.01244,38.58899962,-122.621249
"CAN","39120",23,31.559019,-91.220072,38.58899962,-122.621249
"CAN","47802",15,39.408011,-87.454995,38.58899962,-122.621249
"CAN","71463",16,30.8321375,-92.6370675,38.58899962,-122.621249
"CAN","71467",18,31.463861,-92.439884,38.58899962,-122.621249
"CAN","76119",15,32.679596,-97.287277,38.58899962,-122.621249
"CAN","77705",29,29.964871,-94.07919,38.58899962,-122.621249
"CAN","79356",22,33.201074,-101.373421,38.58899962,-122.621249
"CAN","79720",34,32.226991,-101.510346,38.58899962,-122.621249
"CAN","79772",32,31.392216,-103.539971,38.58899962,-122.621249
"CAN","79821",22,31.982435,-106.590432,38.58899962,-122.621249
"CAN","81226",30,38.361524,-105.096846,38.58899962,-122.621249
"CAN","85086",16,33.833697,-112.167794,38.58899962,-122.621249
"CAN","85546",30,32.71711,-109.726891,38.58899962,-122.621249
"CAN","90731",43,33.728544,-118.26816,38.58899962,-122.621249
"CAN","92394",95,34.570578,-117.361306,38.58899962,-122.621249
"CAN","93268",103,35.101158,-119.383319,38.58899962,-122.621249
"CAN","93436",196,34.6768455,-120.5017175,38.58899962,-122.621249
"CAN","93640",97,36.731873,-120.392629,38.58899962,-122.621249
"CAN","94568",44,37.717998,-121.894811,38.58899962,-122.621249
"CAN","95301",73,37.38303,-120.566323,38.58899962,-122.621249
"CAN","96113",99,40.152434,-120.154681,38.58899962,-122.621249
"CAN","97378",78,45.085281,-123.382494,38.58899962,-122.621249
"CAN","98198",19,47.422035,-122.301692,38.58899962,-122.621249
"CAS","08640",17,39.998386,-74.61333,33.03752253,-116.028419
"CAS","16866",23,40.921755,-78.239472,33.03752253,-116.028419
"CAS","18472",27,41.567457,-75.412286,33.03752253,-116.028419
"CAS","24277",19,36.702825,-83.002041,33.03752253,-116.028419
"CAS","26351",16,38.916037,-80.780623,33.03752253,-116.028419
"CAS","26525",34,39.673834,-79.498998,33.03752253,-116.028419
"CAS","27509",24,36.141739,-78.804965,33.03752253,-116.028419
"CAS","27986",27,36.40364,-76.957589,33.03752253,-116.028419
"CAS","29512",18,34.67299,-79.725348,33.03752253,-116.028419
"CAS","29590",15,33.589885,-79.879069,33.03752253,-116.028419
"CAS","29824",26,33.758669,-81.916903,33.03752253,-116.028419
"CAS","31055",68,32.054394,-82.877434,33.03752253,-116.028419
"CAS","31537",107,30.871722,-81.981592,33.03752253,-116.028419
"CAS","32446",27,30.813955,-85.188838,33.03752253,-116.028419
"CAS","33521",40,28.760196,-82.01244,33.03752253,-116.028419
"CAS","35442",85,33.176326,-88.192975,33.03752253,-116.028419
"CAS","39120",114,31.559019,-91.220072,33.03752253,-116.028419
"CAS","39194",19,32.886693,-90.432438,33.03752253,-116.028419
"CAS","40962",16,37.180037,-83.789133,33.03752253,-116.028419
"CAS","41224",15,37.773826,-82.647241,33.03752253,-116.028419
"CAS","44501",22,41.131391,-80.632066,33.03752253,-116.028419
"CAS","56093",62,44.067231,-93.516641,33.03752253,-116.028419
"CAS","66048",20,39.329986,-94.936628,33.03752253,-116.028419
"CAS","71463",15,30.8321375,-92.6370675,33.03752253,-116.028419
"CAS","75159",22,32.659571,-96.569396,33.03752253,-116.028419
"CAS","76119",28,32.679596,-97.287277,33.03752253,-116.028419
"CAS","76127",53,32.781949,-97.419109,33.03752253,-116.028419
"CAS","76837",46,31.216891,-99.834185,33.03752253,-116.028419
"CAS","77705",47,29.964871,-94.07919,33.03752253,-116.028419
"CAS","78580",187,26.47027,-97.761369,33.03752253,-116.028419
"CAS","79356",70,33.201074,-101.373421,33.03752253,-116.028419
"CAS","79720",210,32.226991,-101.510346,33.03752253,-116.028419
"CAS","79772",240,31.392216,-103.539971,33.03752253,-116.028419
"CAS","79821",85,31.982435,-106.590432,33.03752253,-116.028419
"CAS","80123",33,39.640719,-105.105512,33.03752253,-116.028419
"CAS","81226",48,38.361524,-105.096846,33.03752253,-116.028419
"CAS","85086",127,33.833697,-112.167794,33.03752253,-116.028419
"CAS","85546",115,32.71711,-109.726891,33.03752253,-116.028419
"CAS","85756",49,32.088098,-110.861148,33.03752253,-116.028419
"CAS","87021",58,35.180119,-107.907324,33.03752253,-116.028419
"CAS","90012",32,34.053549,-118.238548,33.03752253,-116.028419
"CAS","90731",122,33.728544,-118.26816,33.03752253,-116.028419
"CAS","92101",120,32.713904,-117.166052,33.03752253,-116.028419
"CAS","92394",733,34.570578,-117.361306,33.03752253,-116.028419
"CAS","93268",601,35.101158,-119.383319,33.03752253,-116.028419
"CAS","93436",500,34.6768455,-120.5017175,33.03752253,-116.028419
"CAS","93640",112,36.731873,-120.392629,33.03752253,-116.028419
"CAS","94568",276,37.717998,-121.894811,33.03752253,-116.028419
"CAS","95301",78,37.38303,-120.566323,33.03752253,-116.028419
"CAS","96113",184,40.152434,-120.154681,33.03752253,-116.028419
"CAS","97378",85,45.085281,-123.382494,33.03752253,-116.028419
"CAS","98198",47,47.422035,-122.301692,33.03752253,-116.028419
"CO","33521",18,28.760196,-82.01244,38.99904751,-105.547805
"CO","57078",17,42.879198,-97.391816,38.99904751,-105.547805
"CO","66048",29,39.329986,-94.936628,38.99904751,-105.547805
"CO","77705",33,29.964871,-94.07919,38.99904751,-105.547805
"CO","79356",22,33.201074,-101.373421,38.99904751,-105.547805
"CO","79720",37,32.226991,-101.510346,38.99904751,-105.547805
"CO","79772",24,31.392216,-103.539971,38.99904751,-105.547805
"CO","79821",22,31.982435,-106.590432,38.99904751,-105.547805
"CO","80123",90,39.640719,-105.105512,38.99904751,-105.547805
"CO","81226",224,38.361524,-105.096846,38.99904751,-105.547805
"CO","85546",19,32.71711,-109.726891,38.99904751,-105.547805
"CO","85756",22,32.088098,-110.861148,38.99904751,-105.547805
"CO","87021",36,35.180119,-107.907324,38.99904751,-105.547805
"CO","92394",48,34.570578,-117.361306,38.99904751,-105.547805
"CO","93436",18,34.6768455,-120.5017175,38.99904751,-105.547805
"CO","95301",27,37.38303,-120.566323,38.99904751,-105.547805
"CO","96113",22,40.152434,-120.154681,38.99904751,-105.547805
"CT","01432",41,42.52618,-71.623132,41.62222725,-72.7271345
"CT","03570",114,44.521132,-71.137812,41.62222725,-72.7271345
"CT","06811",69,41.437411,-73.468124,41.62222725,-72.7271345
"CT","08320",37,39.384662,-75.159859,41.62222725,-72.7271345
"CT","08640",92,39.998386,-74.61333,41.62222725,-72.7271345
"CT","10963",46,41.486443,-74.535887,41.62222725,-72.7271345
"CT","11232",22,40.660408,-74.004472,41.62222725,-72.7271345
"CT","12977",25,44.290579,-74.093694,41.62222725,-72.7271345
"CT","16738",22,41.798353,-78.687103,41.62222725,-72.7271345
"CT","16866",33,40.921755,-78.239472,41.62222725,-72.7271345
"CT","17810",56,41.132036,-76.927686,41.62222725,-72.7271345
"CT","17837",28,40.986664,-76.913736,41.62222725,-72.7271345
"CT","17954",36,40.732477,-76.344072,41.62222725,-72.7271345
"CT","18472",27,41.567457,-75.412286,41.62222725,-72.7271345
"CT","21502",16,39.597205,-78.754283,41.62222725,-72.7271345
"CT","23860",16,37.297869,-77.3417055,41.62222725,-72.7271345
"CT","25813",20,37.81748,-81.129301,41.62222725,-72.7271345
"CT","26525",15,39.673834,-79.498998,41.62222725,-72.7271345
"CT","27509",19,36.141739,-78.804965,41.62222725,-72.7271345
"CT","33521",22,28.760196,-82.01244,41.62222725,-72.7271345
"CT","44432",18,40.772437,-80.705083,41.62222725,-72.7271345
"DC","08320",28,39.384662,-75.159859,38.91056659,-77.0143615
"DC","08640",42,39.998386,-74.61333,38.91056659,-77.0143615
"DC","17810",34,41.132036,-76.927686,38.91056659,-77.0143615
"DC","17954",22,40.732477,-76.344072,38.91056659,-77.0143615
"DC","18472",20,41.567457,-75.412286,38.91056659,-77.0143615
"DC","21502",43,39.597205,-78.754283,38.91056659,-77.0143615
"DC","23860",52,37.297869,-77.3417055,38.91056659,-77.0143615
"DC","24910",15,37.724667,-80.668005,38.91056659,-77.0143615
"DC","26351",20,38.916037,-80.780623,38.91056659,-77.0143615
"DC","26501",27,39.604508,-79.95023,38.91056659,-77.0143615
"DC","26525",26,39.673834,-79.498998,38.91056659,-77.0143615
"DC","27509",44,36.141739,-78.804965,38.91056659,-77.0143615
"DC","27986",201,36.40364,-76.957589,38.91056659,-77.0143615
"DC","29590",15,33.589885,-79.879069,38.91056659,-77.0143615
"DC","33521",21,28.760196,-82.01244,38.91056659,-77.0143615
"DC","41224",16,37.773826,-82.647241,38.91056659,-77.0143615
"DE","08320",21,39.384662,-75.159859,39.0072987,-75.5048096
"DE","08640",42,39.998386,-74.61333,39.0072987,-75.5048096
"FLM","01432",28,42.52618,-71.623132,28.39709545,-81.7768995
"FLM","08640",141,39.998386,-74.61333,28.39709545,-81.7768995
"FLM","15940",28,40.496414,-78.620382,28.39709545,-81.7768995
"FLM","16866",72,40.921755,-78.239472,28.39709545,-81.7768995
"FLM","17810",41,41.132036,-76.927686,28.39709545,-81.7768995
"FLM","17837",23,40.986664,-76.913736,28.39709545,-81.7768995
"FLM","18472",15,41.567457,-75.412286,28.39709545,-81.7768995
"FLM","23860",41,37.297869,-77.3417055,28.39709545,-81.7768995
"FLM","24277",35,36.702825,-83.002041,28.39709545,-81.7768995
"FLM","25813",32,37.81748,-81.129301,28.39709545,-81.7768995
"FLM","26525",30,39.673834,-79.498998,28.39709545,-81.7768995
"FLM","27509",146,36.141739,-78.804965,28.39709545,-81.7768995
"FLM","27986",28,36.40364,-76.957589,28.39709545,-81.7768995
"FLM","29512",71,34.67299,-79.725348,28.39709545,-81.7768995
"FLM","29590",79,33.589885,-79.879069,28.39709545,-81.7768995
"FLM","29824",110,33.758669,-81.916903,28.39709545,-81.7768995
"FLM","29918",176,32.721423,-81.253618,28.39709545,-81.7768995
"FLM","30315",114,33.71254,-84.368065,28.39709545,-81.7768995
"FLM","31055",264,32.054394,-82.877434,28.39709545,-81.7768995
"FLM","31537",244,30.871722,-81.981592,28.39709545,-81.7768995
"FLM","31599",346,31.563664,-81.902234,28.39709545,-81.7768995
"FLM","32301",97,30.443172,-84.224369,28.39709545,-81.7768995
"FLM","32446",110,30.813955,-85.188838,28.39709545,-81.7768995
"FLM","32509",90,30.46364,-87.343146,28.39709545,-81.7768995
"FLM","33132",53,25.778411,-80.193217,28.39709545,-81.7768995
"FLM","33177",222,25.618313,-80.412477,28.39709545,-81.7768995
"FLM","33521",1296,28.760196,-82.01244,28.39709545,-81.7768995
"FLM","35160",46,33.422432,-86.140392,28.39709545,-81.7768995
"FLM","35442",29,33.176326,-88.192975,28.39709545,-81.7768995
"FLM","36112",53,32.395436,-86.359888,28.39709545,-81.7768995
"FLM","38134",17,35.155787,-89.866126,28.39709545,-81.7768995
"FLM","39120",128,31.559019,-91.220072,28.39709545,-81.7768995
"FLM","39194",170,32.886693,-90.432438,28.39709545,-81.7768995
"FLM","40511",46,38.104643,-84.560369,28.39709545,-81.7768995
"FLM","40962",23,37.180037,-83.789133,28.39709545,-81.7768995
"FLM","41105",21,38.435816,-82.704896,28.39709545,-81.7768995
"FLM","41224",19,37.773826,-82.647241,28.39709545,-81.7768995
"FLM","44432",24,40.772437,-80.705083,28.39709545,-81.7768995
"FLM","44501",32,41.131391,-80.632066,28.39709545,-81.7768995
"FLM","47802",17,39.408011,-87.454995,28.39709545,-81.7768995
"FLM","55072",15,46.109902,-92.853461,28.39709545,-81.7768995
"FLM","65807",18,37.177475,-93.323317,28.39709545,-81.7768995
